AIC,Fund,Share,MonthEnd,Code,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,Monthend MidPrice,CurrYrRev(CYR),Rev Res (splits only),RevAllocation % (splits only),Shares,Shares,Shares,Shares,Sell,Cash/CashEquiv,GrossGearing,NetGearing,Permanent,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,Par, Par, Par, Par, Par, Par, Par, Par, Par, Par,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,PFY,Regional distribution,,,,,,,,Additional geographic,,,,,,,,CFI Exposure,,,,,,CCY Exposure,,,,,,Flags,Add P/F,,,,,,,,AIC,Unit1,Unit1,Unit1,Unit1,Unit1,Unit1,Unit2,Unit2,Unit2,Unit2,Unit2,Unit2,Total Assets ex CYR,FootNote,FairValue,ShareNote
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other , , , , , , , , ,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other ,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
UK Growth,Aurora,Ordinary Share,30/06/2010,63326,27665130,3882810,3882810,3882810,3882810,0,0,0,3882810,172.75,223570,,,12952250,0,0,1439139,N/A,4,116,112,N,100,23782320,23558750,181.89,,,,180.98,183.62,,,,182.53,181.89,,,,180.98,183.62,,,,182.53,1,4,6,62,4,0,10,9,5,4,6,30,5,55,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,27441560,,,
UK Growth,British Portfolio Trust,Ordinary Share,30/06/2010,3096169,44027775,3000000,3000000,3000000,3000000,0,0,0,3000000,123.5,1154686,,,31898820,0,450000,5504664,N/A,1,107,106,N,100,41027775,39873089,125,,,,124.78,128.62,,,,127.87,125,,,,124.78,128.62,,,,127.87,3.98,1,0,99,0,0,0,0,0,1,0,74,20,1,0,4,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,42873089,,,"17/06/2010 purchased 450,000 shares for cancellation at 121p, total cost £545,590 for settlement on 22/06/2010"
UK Growth,Capital Gearing,Ordinary Share,30/06/2010,173861,69169010,0,0,0,0,0,0,0,0,2683,144156,,,2794906,0,0,0,N/A,4,100,96,N,100,69169010,69024854,2469.67,,,,,2474.82,,,,,2469.67,,,,,2474.82,,,,,1.8,4,62,8,4,3,1,1,17,4,62,0,0,0,8,13,13,28,39,33,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,69024854,,,
UK Growth,Crystal Amber (AIM),Ordinary Share,30/06/2010,B1Z2SL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK Growth,Fidelity Special Values,Ordinary Share,30/06/2010,332510,321441369,0,0,0,0,0,0,0,0,516.5,5407118,,,56938896,0,0,0,N/A,4,100,96,N,100,321441369,316034251,555.04,,,,,564.54,,,,,555.04,,,,,564.54,,,,,3.24,4,0,95,1,0,0,0,0,4,0,50,29,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,316034251,"The Company has no financial gearing. However, it is exposed to the market through the use of derivatives (mainly Contracts for Differences). The Total Market Exposure of the derivatives plus Equities as at 30 June 2010 was 107.72%.",The Fair Values have been calculated by discounting future cash flows at UK sterling interest rates.,
UK Growth,Hansa Trust (Ord),Ordinary Share,30/06/2010,787972,209074137,8100000,8100000,8100000,8100000,0,0,0,8100000,711.5,345009,,,24000000,0,0,0,N/A,0,104,104,N,100,200974137,200629128,835.95,,,,,837.39,,,,,835.95,,,,,837.39,,,,,3.28,0,0,95,5,0,0,0,0,0,0,25,14,18,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0,#,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,208729128,Hansa made annual report announcement - 17 June 2010.,,
UK Growth,Hansa Trust (A Ord),Class A Ordinary,30/06/2010,787983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK Growth,Henderson Opportunities,Ordinary Share,30/06/2010,853657,42583000,6113701,6113701,6113701,6113701,0,0,0,6113701,359,405000,,,8064087,0,0,0,N/A,3,117,113,N,100,36469299,36064299,447.22,,,,,452.24,,,,,447.22,,,,,452.24,,,,,2.36,3,0,0,0,0,0,0,97,3,0,8,17,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,42178000,,,
UK Growth,Invesco Perpetual Select UK Equity,Ordinary Share,30/06/2010,B1DPVL6,40595640,6650000,6650000,6650000,6650000,0,0,0,6650000,83,161862,,,39304201,0,49800,3856000,No,0,120,120,N,100,33945640,33783778,85.95,,,,85.95,86.37,,,,86.37,85.95,,,,85.95,86.37,,,,86.37,5.9,0,0,91,0,9,0,0,0,0,0,63,25,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,40433778,,FV of loan not materially different to PAR,
UK Growth,JPMorgan Claverhouse,Ordinary Share,30/06/2010,342218,265530475,35929102,40850975,35929102,40850975,0,0,0,35929102,383.25,2271365,,,55761783,0,115000,0,N/A,3,116,112,N,100,229601373,227330008,407.68,,,,,411.75,,,,,398.85,,,,,402.93,,,,,3.27,3,0,97,0,0,0,0,0,3,0,74,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,263259110,,Debentures have been revalued using an estimated fair market spread over the relevant gilt; interest rate swaps and fixed rate loans have been revalued using mark to market estimates provided by a counterparty or other relevant source.,
UK Growth,JPMorgan Mid Cap,Ordinary Share,30/06/2010,235761,120279529,9488698,10649712,9488698,10649712,0,0,0,9488698,364.5,1637095,,,25086680,0,175000,870500,Yes,4,109,104,N,100,110790831,109153736,435.11,,,,432.74,441.63,,,,439.05,430.48,,,,428.27,437,,,,434.57,2.88,4,0,96,0,0,0,0,0,4,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,118642434,,"Debentures have been revalued using an estimated fair market spread over the ç
relevant gilt;  Interst rate swaps and fixed rate loans have been revalued ç
using mark to market estimates provided by a counterparty or other relevant ç
source.",
UK Growth,Keystone,Ordinary Share,30/06/2010,491206,187464504,39845789,42386336,39845789,42386336,0,0,0,39845789,1027,1667051,,,13368799,0,0,0,N/A,15,127,108,N,100,147618715,145951664,1091.73,,,,,1104.2,,,,,1072.73,,,,,1085.2,,,,,3.6,15,0,80,0,5,0,0,0,15,0,50,20,5,0,5,5,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,185797453,,"Fair value based on following:
- 11.375% 2010/15 and 7.75% 2020 is determined by reference to the daily closing price of the LSE;
- 10.25% is unquoted is referenced to the closing price of the 11.375% 2010/15 debenture stock; and
- 6.5% 2023 and 5% cumulative preference based on last traded price.",
UK Growth,Mercantile,Ordinary Share,30/06/2010,579403,1184518667,176901438,188401165,176901438,188401165,0,0,0,176901438,863.5,6266110,,,99085719,0,0,0,N/A,8,118,108,N,100,1007617229,1001351119,1010.59,,,,,1016.91,,,,,998.98,,,,,1005.31,,,,,2.64,8,0,92,0,0,0,0,0,8,0,3,73,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1178252557,,,
UK Growth,SVM UK Active,Ordinary Share,30/06/2010,911544,50296894,0,0,0,0,0,0,0,0,139.5,-649106,,,32232324,0,415000,0,No,1,100,99,N,100,50296894,50946000,158.06,,,,,156.04,,,,,158.06,,,,,156.04,,,,,2.2,1,0,99,0,0,0,0,0,1,0,49,31,19,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,50946000,,,
UK Growth,Schroder UK Growth,Ordinary Share,30/06/2010,791348,199570066,25000000,25000000,25000000,25000000,0,0,0,25000000,107.75,2655874,,,153491049,0,0,0,No,9,114,104,N,100,174570066,171914192,112,,,,,113.73,,,,,112,,,,,113.73,,,,,2.1,9,0,85,0,6,0,0,0,9,0,68,18,0,0,5,0,100,0,0,0,0,0,94,0,6,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,196914192,,Fair value equals par for short term borrowings,
UK Growth,Schroder UK Mid & Small Cap,Ordinary Share,30/06/2010,610841,94578537,10000000,10000000,10000000,10000000,0,0,0,10000000,192,1687704,,,36143690,0,0,0,N/A,0,112,112,N,100,84578537,82890833,229.34,,,,,234.01,,,,,229.34,,,,,234.01,,,,,2.7,0,0,100,0,0,0,0,0,0,0,0,78,22,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,92890833,,par and fair value are not materially different.,
UK Growth,Strategic Equity Capital,Ordinary Share,30/06/2010,B0BDCB2,51290604,0,0,0,0,0,0,0,0,51.25,-8692,,,76770474,0,0,3045500,Yes,3,100,97,N,100,51290604,51299296,66.82,,,,66.23,66.81,,,,66.22,66.82,,,,66.23,66.81,,,,66.22,2.07,3,0,94,3,0,0,0,0,3,0,0,4,32,44,14,3,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,51299296,,,
UK Growth,UK Select Trust,Ordinary Share,30/06/2010,461823,28614419,0,0,0,0,0,0,0,0,120.5,332063,,,20661322,0,3247,162668,N/A,0,100,104,N,100,28614419,28282356,136.89,,,,136.76,138.49,,,,138.35,136.89,,,,136.76,138.49,,,,138.35,4.18,0,0,100,0,0,0,0,0,0,0,71,4,25,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,28282356,No information supplied,,Adjustment to final dividend.
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash/Cash Equiv.,Fixed Interest,FTSE 100,FTSE 250 x IC,FTSE S/C FL/AIM xIC,SC Inc & Ord Inc,Other SC & ICs,Int. Equities,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
UK Growth & Income,British & American,Ordinary Share,30/06/2010,65311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK Growth & Income,City of London,Ordinary Share,30/06/2010,199049,560119000,49048000,62071120,49048000,62071120,0,0,0,49048000,240.7,5204000,,,208619868,0,0,0,No,0,110,110,N,100,511071000,505867000,242.48,,,,,244.98,,,,,236.24,,,,,238.73,,,,,4.53,0,0,96,4,0,0,0,0,0,0,76,18,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,554915000,,,
UK Growth & Income,Dunedin Income Growth,Ordinary Share,30/06/2010,340609,321450353,33600000,37480448,33600000,37480448,0,0,0,33600000,176.5,7780879,,,150706187,0,0,2971748,No,3,112,108,N,100,287850353,280069474,185.84,,,,185.84,191,,,,191,183.26,,,,183.26,188.43,,,,188.43,4.57,3,3,88,5,0,0,1,0,3,3,69,18,1,0,0,6,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,313669474,,,
UK Growth & Income,Edinburgh Investment,Ordinary Share,30/06/2010,305233,970323074,196923401,252149000,196923401,252149000,0,0,0,196923401,383.4,11150343,,,195116734,0,0,0,N/A,0,125,125,N,100,773399673,762249330,390.66,,,,,396.38,,,,,362.36,,,,,368.07,,,,,4.4,0,-1,90,2,9,0,0,0,0,-1,77,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,959172731,,"The fair value of the debenture stocks is determined by reference to the daily closing price. This is a Bloomberg closing price, subject to review against other data providers to ensure consistency between data providers.",
UK Growth & Income,F&C Capital & Income,Ordinary Share,30/06/2010,346328,169456000,13000000,13000000,13000000,13000000,0,0,0,13000000,183.75,2161000,,,84219268,0,0,0,No,1,108,107,N,100,156456000,154295000,183.21,,,,,185.77,,,,,183.21,,,,,185.77,,,,,4.72,1,3,89,7,0,0,0,0,1,3,69,11,8,0,1,7,93,7,0,0,0,0,93,7,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,167295000,,,
UK Growth & Income,Finsbury Growth & Income,Ordinary Share,30/06/2010,781606,154086096,10700000,10700000,10700000,10700000,0,0,0,10700000,271.75,1044264,,,52797423,0,0,0,Yes,1,107,106,N,100,143386096,142341832,269.6,,,,,271.58,,,,,269.6,,,,,271.58,,,,,4,1,2,86,0,11,0,0,0,1,2,43,36,5,0,2,11,98,0,2,0,0,0,89,0,11,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,153041832,,,
UK Growth & Income,INVESCO Income Growth,Ordinary Share,30/06/2010,358572,117699242,12122550,12122550,12122550,12122550,0,0,0,12122550,168,1420821,,,58551530,0,0,0,N/A,1,111,110,N,100,105576692,104155871,177.89,,,,,180.31,,,,,177.89,,,,,180.31,,,,,4.45,1,2,97,0,0,0,0,0,1,2,71,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,116278421,,FV of overdraft not materially different to PAR,
UK Growth & Income,JPMorgan Elect Managed Income,Ordinary Share,30/06/2010,3408021,34349680,0,0,0,0,0,0,0,0,68.5,40194,,,49907007,0,1469550,0,N/A,2,100,98,N,100,34349680,34309486,68.75,,,,,68.83,,,,,68.75,,,,,68.83,,,,,4,2,0,98,0,0,0,0,0,2,0,57,15,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,34309486,,,
UK Growth & Income,Lowland,Ordinary Share,30/06/2010,536806,209823000,34000000,34000000,34000000,34000000,0,0,0,34000000,615,1480000,,,26417427,0,0,0,No,4,119,115,N,100,175823000,174343000,659.95,,,,,665.56,,,,,659.95,,,,,665.56,,,,,4,4,0,93,0,3,0,0,0,4,0,28,33,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,208343000,,Debenture repayable at par on 1 July 2010,
UK Growth & Income,Merchants,Ordinary Share,30/06/2010,580007,475114159,115837410,138028912,115837410,138028912,0,0,0,115837410,325.5,11512203,,,103213464,0,0,0,N/A,1,132,131,N,100,359276749,347764546,336.94,,,,,348.09,,,,,315.44,,,,,326.59,,,,,5.23,1,0,99,0,0,0,0,0,1,0,85,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,463601956,,,
UK Growth & Income,Murray Income,Ordinary Share,30/06/2010,611112,385471180,35000000,35000000,35000000,35000000,0,0,0,35000000,533,5365366,,,64689458,0,0,1727000,No,7,110,102,N,100,350471180,345105814,533.48,,,,533.48,541.77,,,,541.77,533.48,,,,533.48,541.77,,,,541.77,4.77,7,3,89,1,0,0,0,0,7,3,68,18,0,0,3,1,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,380105814,,,
UK Growth & Income,Perpetual Income & Growth,Ordinary Share,30/06/2010,679842,550594600,86130678,86845520,86130678,86845520,0,0,0,86130678,219,6111336,,,210051017,0,0,0,N/A,0,119,119,N,100,464463922,458352586,218.21,,,,,221.12,,,,,217.87,,,,,220.78,,,,,4,0,0,92,0,6,0,0,2,0,0,60,24,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,544483264,,"FV of overdraft not materially different to PAR
FV of 6.125% debenture stock is determined by reference to the daily closing ç
price of the LSE.",
UK Growth & Income,Schroder Income Growth,Ordinary Share,30/06/2010,791586,122396153,0,0,0,0,0,0,0,0,171.5,2287503,,,68688343,0,0,0,N/A,1,100,99,N,100,122396153,120108650,174.86,,,,,178.19,,,,,174.86,,,,,178.19,,,,,5,1,0,99,0,0,0,0,0,1,0,95,4,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,120108650,,,
UK Growth & Income,Securities Trust of Scotland,Ordinary Share,30/06/2010,B09G3N2,111038617,14200000,14200000,14200000,14200000,0,0,0,14200000,87.75,1359531,,,100776771,0,0,0,N/A,0,115,115,N,100,96838617,95479086,94.74,,,,,96.09,,,,,94.74,,,,,96.09,,,,,5.15,0,3,97,0,0,0,0,0,0,3,71,23,3,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,d,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,109679086,,,
UK Growth & Income,Shires Income,Ordinary Share,30/06/2010,805250,68221570,18050000,18050000,18050000,18050000,0,0,0,18050000,174.25,1742239,,,29697580,0,0,0,No,4,136,131,N,100,50171570,48429331,163.08,,,,,168.94,,,,,163.08,,,,,168.94,,,,,6.03,4,32,63,0,1,0,0,0,4,32,48,7,2,0,6,1,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,66479331,,,
UK Growth & Income,Standard Life Equity Income,Ordinary Share,30/06/2010,603959,108510649,10750000,10750000,10750000,10750000,0,0,0,10750000,253,1875222,,,37930579,0,0,1807328,No,0,111,111,N,100,97760649,95885427,252.79,,,,252.79,257.74,,,,257.74,252.79,,,,252.79,257.74,,,,257.74,4.4,0,0,100,0,0,0,0,0,0,0,69,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,106635427,,,
UK Growth & Income,Temple Bar,Ordinary Share,30/06/2010,882532,509030652,63000000,72059800,63000000,72059800,0,0,0,63000000,736,10212232,,,58961367,0,0,0,N/A,1,114,113,N,100,446030652,435818420,739.16,,,,,756.48,,,,,723.79,,,,,741.11,,,,,4.5,1,9,79,3,8,0,0,0,1,9,60,19,3,0,4,4,99,0,1,0,0,0,89,8,3,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,498818420,,Fair values are based on the latest available market price of the debenture debt - Source: Evolution Securities,
UK Growth & Income,Troy Income & Growth,Ordinary Share,30/06/2010,370866,51006686,0,0,0,0,0,0,0,0,44.75,713025,,,113968182,200000,416000,7974335,No,1,100,99,N,100,51006686,50293661,44.13,,,,44.13,44.76,,,,44.76,44.13,,,,44.13,44.76,,,,44.76,5.17,1,5,87,2,5,0,0,0,1,5,70,12,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,50293661,,,"Issue of 200,000 shares on 02/06/10 at 45.5p per share.
Buyback of 150,000 shares on 07/06/10 at 44.75p per share.
Buyback of 266,000 shares on 15/06/10 at 45.75p per share."
UK Growth & Income,Value and Income,Ordinary Share,30/06/2010,848471,133093888,35000000,43384415,35000000,43384415,0,0,0,35000000,155.5,1313646,,,45549975,0,0,0,N/A,0,136,136,N,100,98093888,96780242,212.47,,,,,215.35,,,,,194.06,,,,,196.95,,,,,6.14,0,0,100,0,0,0,0,0,0,0,29,33,2,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,131780242,Additional portfolio spread: Remaining 36% is invested in property holdings.,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash/Cash Equiv.,Fixed Interest,UK Equity x IC,Int. Equities,SC Inc Shares,SC Ord Inc Shares,Other SC & ICs,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
UK High Income,City Merchants High Yield,Ordinary Share,30/06/2010,B0LNG76,131064823,15078136,15078136,15078136,15078136,0,0,0,15078136,164,2790103,,,72799105,0,0,0,N/A,11,113,101,N,100,115986687,113196584,155.49,,,,,159.32,,,,,155.49,,,,,159.32,,,,,7.3,11,81,6,1,1,0,0,0,11,81,6,2,0,0,0,0,40,37,23,0,0,0,82,10,8,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,128274720,,FV of loan not materially different to PAR,
UK High Income,Henderson High Income,Ordinary Share,30/06/2010,958057,123411000,30165086,30165086,30165086,30165086,0,0,0,30165086,107.75,1874000,,,85585744,0,0,250000,No,2,132,130,N,100,93245914,91371914,106.76,,,,106.76,108.95,,,,108.95,106.76,,,,106.76,108.95,,,,108.95,5.6,2,16,77,5,0,0,0,0,2,16,77,5,0,0,0,0,95,5,0,0,0,0,95,5,0,0,0,0,/d,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,121537000,,,
UK High Income,Investors Capital A,Ordinary Share,30/06/2010,B1N4G29,97995587,25074636,27427985,25074636,27427985,0,0,0,25074636,77,1013128,,,95578144,0,0,6489000,Yes,7,134,125,N,100,72920951,71907823,75.23,,,,75.23,76.29,,,,76.29,72.77,,,,72.77,73.83,,,,73.83,4.5,7,29,64,0,0,0,0,0,7,29,64,0,0,0,0,0,74,18,8,0,0,0,100,0,0,0,0,0,p,0,0,0,0,0,0,0,0,,Investors Capital Units,13566554,300.94,291.08,134,125,,,,,,,96982459,,"Fair values most recent supplied by lender - calculated on a marked to market ç
basis.",
UK High Income,Investors Capital B,Ordinary Share,30/06/2010,B1N4H59,32862382,8408667,9197852,8408667,9197852,0,0,0,8408667,79.5,339748,,,32051703,0,0,25000,Yes,7,134,125,N,100,24453715,24113967,75.23,,,,75.23,76.29,,,,76.29,72.77,,,,72.77,73.83,,,,73.83,4.5,7,29,64,0,0,0,0,0,7,29,64,0,0,0,0,0,74,18,8,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,32522634,,Fair values latest supplied by lender - calculated on a marked to market basis,
UK High Income,New City High Yield,Ordinary Share,30/06/2010,B1LZS51,91373902,10205187,10205187,10205187,10205187,0,0,0,10205187,56.25,1686333,,,153303028,0,0,0,N/A,3,113,109,N,100,81168715,79482382,51.85,,,,,52.95,,,,,51.85,,,,,52.95,,,,,9.1,3,67,17,3,2,0,8,0,3,67,17,13,0,0,0,0,65,15,19,0,1,0,63,13,16,0,8,0,A,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,89687569,,,
UK High Income,Shires Smaller Companies,Ordinary Share,30/06/2010,806372,39621256,12297350,12463760,12297350,12463760,0,0,0,12297350,103,430614,,,22109765,0,0,0,No,8,145,133,N,100,27323906,26893292,121.64,,,,,123.58,,,,,120.88,,,,,122.83,,,,,4.8,8,24,68,0,0,0,0,0,8,24,68,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,39190642,,,
UK High Income,Small Companies Dividend,Ordinary Share,30/06/2010,661582,18945653,4000000,4569761,4000000,4569761,0,0,0,4000000,78.25,-13125,,,16250000,0,0,0,N/A,0,127,127,N,100,14945653,14958778,92.05,,,,,91.97,,,,,88.55,,,,,88.47,,,,,5.7,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/A,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,18958778,,,
